Project,ID,File/Section,Context,Text,Interpreted Constraint,Operands,Enforcing Statement,Enforcing Statement CIP,Constraint Type,Data Set
rhino-1.6R5,RHI-2,ECMA-262-3.txt,"Because a single-line comment can contain any character except a LineTerminator character, and because
of the general rule that a token is always as long as possible, a single-line comment always consists of all
characters from the // marker to the end of the line. However, the LineTerminator at the end of the line is
not considered to be part of the single-line comment; it is recognised separately by the lexical grammar and
becomes part of the stream of input elements for the syntactic grammar. This point is very important,
because it implies that the presence or absence of single-line comments does not affect the process of
automatic semicolon insertion (7.9).","any character except a LineTerminator character,",CharacterInComment != line terminator,"LineTerminator, character",src/org/mozilla/javascript/TokenStream.java:1277,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-20,ECMA-262-3.txt,"The operator ToString converts its argument to a value of type String according to the following table:
...
Undefined | “undefined”",Undefined,arg == Undefined,"ToString argument, Undefined",src/org/mozilla/javascript/ScriptRuntime.java:663,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-21,ECMA-262-3.txt,"The operator ToString converts its argument to a value of type String according to the following table:
...
3. If m is less than zero, return the string concatenation of the string ""-"" and ToString(−m).","m is less than zero,",Number < 0,"number m, 0",src/org/mozilla/javascript/DToA.java:1262,boolean-property,value-comparison,CDS
rhino-1.6R5,RHI-3,ECMA-262-3.txt,"The following tokens are ECMAScript keywords and may not be used as identifiers in ECMAScript programs.

Keyword :: one of: break, else, new, var, case, finally, return, void, catch, for, switch, while, continue, function, this, with, default, if, throw, delete, in, try, do, instanceof, typeof",Keyword :: one of break else new var case finally return void catch for switch while continue function this with default if throw delete in try do instanceof typeof,"Keyword choices are: break, else, new, var, case, finally, return, void, catch, for, switch, while, continue, function, this, with, default, if, throw, delete, in, try, do, instanceof, typeof","Keyword, break, else, new, var, case, finally, return, void, catch, for, switch, while, continue, function, this, with, default, if, throw, delete, in, try, do, instanceof, typeof",src/org/mozilla/javascript/TokenStream.java:188,switch-len-char,categorical-value,CDS
rhino-1.6R5,RHI-4,ECMA-262-3.txt,"The value of the Boolean literal true is a value of the Boolean type, namely true.",namely true.,"Choices for boolean are: true, false","boolean, true, false",src/org/mozilla/javascript/TokenStream.java:188-278,switch-len-char,categorical-value,CDS
rhino-1.6R5,RHI-5,ECMA-262-3.txt,"The Undefined type has exactly one value, called undefined. Any variable that has not been assigned a value has the value undefined.",Any variable that has not been assigned a value,Variable default value is “Undefined”,"value, Undefined",src/org/mozilla/javascript/ScriptRuntime.java:2822-2824,constant-argument,concrete-value,CDS
rhino-1.6R5,RHI-6,ECMA-262-3.txt,"When the [[Put]] method of O is called with property P and value V, the following steps are taken:
...
3. If O doesn’t have a property with name P, go to step 6.","O doesn’t have a property with name P,",Object has no property P,"property name P, doesn't have",src/org/mozilla/javascript/ScriptableObject.java:224,null-check,dual-value-comparison,CDS
rhino-1.6R5,RHI-7,ECMA-262-3.txt,"When the [[CanPut]] method of O is called with property P, the following steps are taken:
...
2. If the property has the ReadOnly attribute, return false.","the property has the ReadOnly attribute,",Property.ReadOnly = true,"property ReadOnly attribute, has",src/org/mozilla/javascript/IdScriptableObject.java:219,binary-flag-check,dual-value-comparison,CDS
rhino-1.6R5,RHI-8,ECMA-262-3.txt,"When the [[CanPut]] method of O is called with property P, the following steps are taken:
...
4. If the [[Prototype]] of O is null, return true.","the [[Prototype]] of O is null,",Object.prototype = null,"Prototype O, is null",src/org/mozilla/javascript/ScriptableObject.java:1566,null-check,dual-value-comparison,CDS
rhino-1.6R5,RHI-9,ECMA-262-3.txt,"When the [[HasProperty]] method of O is called with property name P, the following steps are taken:
...
2. If the [[Prototype]] of O is null, return false.","the [[Prototype]] of O is null,",Object.prototype = null,"Prototype O, is null",src/org/mozilla/javascript/ScriptableObject.java:1566,null-check,dual-value-comparison,CDS
shardingsphere-5.0.0-rc1,SHS-1,user-manual__shardingsphere-jdbc__configuration__built-in-algorithm__keygen.en.md,"The unique ID for working machine | 0 |
| max.tolerate.time.difference.milliseconds (?) | long | The max tolerate time for different server's time difference in milliseconds | 10 milliseconds |
| max.vibration.offset (?) | int | The max upper limit value of vibra",max.tolerate.time.difference.milliseconds (?) | long | The max tolerate time for different server's time difference in milliseconds | 10 milliseconds,Sets default value of max.tolerate.time.difference.milliseconds to 10,"max.tolerate.time.difference.milliseconds, 10 milliseconds",org/apache/shardingsphere/sharding/algorithm/keygen/SnowflakeKeyGenerateAlgorithm.java:66,assign-constant,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-10,user-manual__shardingsphere-jdbc__configuration__props.en.md,"| false |
| executor.size (?) | int | The max thread size of worker group to execute SQL. One ShardingSphereDataSource will use a independent thread pool, it does not share thread pool even different data source in same JVM. | infinite |
| max.connections.size.per.query (?) | int | Max opened connection size for each q","executor.size (?) | int | The max thread size of worker group to execute SQL. One ShardingSphereDataSource will use a independent thread pool, it does not share thread pool even different data source in same JVM. | infinite",Sets default value of executor.size to “infinite”,"executor.size, infinite",org/apache/shardingsphere/infra/config/properties/ConfigurationPropertyKey.java:49,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-11,user-manual__shardingsphere-jdbc__configuration__props.en.md,"n same JVM. | infinite |
| max.connections.size.per.query (?) | int | Max opened connection size for each query. | 1 |
| check.table.metadata.enabled (?) | boolean | Whether validate table meta d",max.connections.size.per.query (?) | int | Max opened connection size for each query. | 1,Sets default value of max.connections.size.per.query to 1,"max.connections.size.per.query, 1",org/apache/shardingsphere/infra/config/properties/ConfigurationPropertyKey.java:54,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-12,user-manual__shardingsphere-proxy__configuration__props.en.md,"n same JVM. | infinite |
| max.connections.size.per.query (?) | int | Max opened connection size for each query. | 1 |
| check.table.metadata.enabled (?) | boolean | Whether validate table meta da",max.connections.size.per.query (?) | int | Max opened connection size for each query. | 1,Sets default value of max.connections.size.per.query to 1,"max.connections.size.per.query, 1",org/apache/shardingsphere/infra/config/properties/ConfigurationPropertyKey.java:54,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-13,user-manual__shardingsphere-scaling__build.en.md,"------------------------------------------------------------------------------- | ------------- |
| port | Listening port of HTTP server | 8888 |
| blockQueueSize | Queue size of data transmission channel",port | Listening port of HTTP server | 8888,Sets default value of port to 8888,"port, 8888",org/apache/shardingsphere/scaling/core/config/ServerConfiguration.java:32,assign-constant,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-14,user-manual__shardingsphere-scaling__build.en.md,"timeout(ms) | 1000 |
| workerThread | Worker thread pool size, the number of migration task threads allowed to run concurrently | 30 |","workerThread | Worker thread pool size, the number of migration task threads allowed to run concurrently | 30",,"workerThread, 30",org/apache/shardingsphere/scaling/core/config/ServerConfiguration.java:38,assign-constant,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-2,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"-------- | ----------- | ---------------------------------------------- | --------------------- |
| digest (?) | String | Connect to authority tokens in registry center | No need for authority |
| operationTimeoutMilliseconds (?) | int | The operation timeout milliseconds",digest (?) | String | Connect to authority tokens in registry center | No need for authority,Sets default value of digest to “no need for authority”,"digest, no need for authority",org/apache/shardingsphere/orchestration/center/instance/ZookeeperPropertyKey.java:54,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-3,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"| String | Connect to authority tokens in registry center | No need for authority |
| operationTimeoutMilliseconds (?) | int | The operation timeout milliseconds | 500 milliseconds |
| maxRetries (?) | int | The maximum retry count",operationTimeoutMilliseconds (?) | int | The operation timeout milliseconds | 500 milliseconds,Sets default value of operationTimeoutMilliseconds to 500,"operationTimeoutMilliseconds, 500",org/apache/shardingsphere/orchestration/center/instance/ZookeeperPropertyKey.java:49,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-4,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"onds (?) | int | The operation timeout milliseconds | 500 milliseconds |
| maxRetries (?) | int | The maximum retry count | 3 |
| retryIntervalMilliseconds (?) | int | The retry interval millise",maxRetries (?) | int | The maximum retry count | 3,Sets default value of maxRetries to 3,"maxRetries, 3",org/apache/shardingsphere/orchestration/center/instance/ZookeeperPropertyKey.java:39,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-5,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"| --------------------- | ----------- | ------------------------------------- | --------------- |
| timeToLiveSeconds (?) | long | Time to live seconds for data persist | 30 seconds |

Apollo Properties Configuration

| *Name* | *Data Type* | *Description*",timeToLiveSeconds (?) | long | Time to live seconds for data persist | 30 seconds,Sets default value of timeToLiveSeconds to 30,"timeToLiveSeconds, 30",org/apache/shardingsphere/orchestration/center/instance/EtcdPropertyKey.java:34,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-6,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"|
| ------------------ | ----------- | ---------------------------- | --------------------- |
| appId (?) | String | Apollo appId | APOLLO_SHARDINGSPHERE |
| env (?) | String | Apollo env | DEV |
| clu",appId (?) | String | Apollo appId | APOLLO_SHARDINGSPHERE,Sets default value of appId to APOLLO_SHARDINGSPHERE,"appId, APOLLO_SHARDINGSPHERE",org/apache/shardingsphere/orchestration/center/instance/ApolloPropertyKey.java:36,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-7,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"|
| administrator (?) | String | Apollo administrator | Empty |
| token (?) | String | Apollo token | Empty |
| portalUrl (?) | String | Apollo portalUrl | Empty",token (?) | String | Apollo token | Empty,,"token, """"",org/apache/shardingsphere/orchestration/center/instance/ApolloPropertyKey.java:56,constant-argument,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-8,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"ue* |
| ----------- | ----------- | ------------- | ----------------------------- |
| group (?) | String | group | SHARDING_SPHERE_DEFAULT_GROUP |
| timeout (?) | long | timeout | 3000 milliseconds |

### Cluster

*Conf",group (?) | String | group | SHARDING_SPHERE_DEFAULT_GROUP,Sets the default value of NacosProperties.group to “SHARDING_SPHERE_DEFAULT_GROUP”,"group, SHARDING_SPHERE_DEFAULT_GROUP",org/apache/shardingsphere/orchestration/center/instance/NacosPropertyKey.java:34,assign-constant,concrete-value,VDS
shardingsphere-5.0.0-rc1,SHS-9,user-manual__shardingsphere-jdbc__configuration__java-api__governance.en.md,"----------------- |
| group (?) | String | group | SHARDING_SPHERE_DEFAULT_GROUP |
| timeout (?) | long | timeout | 3000 milliseconds |

### Cluster

*Configuration Entrance*

Class name：org.apache.shardingsphere.cluster.",timeout (?) | long | timeout | 3000 milliseconds,,"timeout, 3000 milliseconds",org/apache/shardingsphere/orchestration/center/instance/NacosPropertyKey.java:39,constant-argument,concrete-value,VDS
skywalking-8.0.1,SKY-1,en__setup__service-agent__java-agent__README.md,", this needs backend extensions, only basic match auth provided in default implementation.|Not set|
`agent.span_limit_per_segment`|The max number of spans in a single segment. Through this config item, SkyWalking keep your application memory cost estimated.|300 |
`agent.ignore_suffix`|If the operation name of the first span is included in this set, this segme","`agent.span_limit_per_segment`|The max number of spans in a single segment. Through this config item, SkyWalking keep your application memory cost estimated.|300",Sets default value of agent.span_limit_per_segment to 300,"agent.span_limit_per_segment, 300",org/apache/skywalking/apm/agent/core/conf/Config.java:68,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-10,en__setup__service-agent__java-agent__README.md,". {theSkywalkingAgentJarDir} is the directory where the skywalking agent jar file is located |`""""`|
`logging.pattern `|logging format. There are all conversion specifiers: <br>&nbsp;&nbsp;* `%level` means log level. <br>&nbsp;&nbsp;* `%timestamp` means now of time with format `yyyy-MM-dd HH:mm:ss:SSS`.<br>&nbsp;&nbsp;* `%thread` means name of current thread.<br>&nbsp;&nbsp;* `%msg` means some message which user logged. <br>&nbsp;&nbsp;* `%class` means SimpleName of TargetClass. <br>&nbsp;&nbsp;* `%throwable` means a throwable which user called. <br>&nbsp;&nbsp;* `%agent_name` means `agent.service_name` |`%level %timestamp %thread %class : %msg %throwable`|
`logging.max_file_size`|The max size of log file. If the size is bigger than this, archive the curr",`logging.pattern `|logging format. There are all conversion specifiers: <br>&nbsp;&nbsp;* `%level` means log level. <br>&nbsp;&nbsp;* `%timestamp` means now of time with format `yyyy-MM-dd HH:mm:ss:SSS`.<br>&nbsp;&nbsp;* `%thread` means name of current thread.<br>&nbsp;&nbsp;* `%msg` means some message which user logged. <br>&nbsp;&nbsp;* `%class` means SimpleName of TargetClass. <br>&nbsp;&nbsp;* `%throwable` means a throwable which user called. <br>&nbsp;&nbsp;* `%agent_name` means `agent.service_name` |`%level %timestamp %thread %class : %msg %throwable`|,Sets default value of logging.pattern to “`%level %timestamp %thread %class : %msg %throwable”,"logging.pattern, %level %timestamp %thread %class : %msg %throwable",org/apache/skywalking/apm/agent/core/conf/Config.java:231,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-11,en__setup__service-agent__java-agent__README.md,"`|
`buffer.channel_size`|The buffer channel size.|`5`|
`buffer.buffer_size`|The buffer size.|`300`|
`profile.active`|If true, skywalking agent will enable profile when user create a new profile task. Otherwise disable profile.|`true`|
`profile.max_parallel`|Parallel monitor segment count|`5`|
`profile.duration`|Max monitor segment","`profile.active`|If true, skywalking agent will enable profile when user create a new profile task. Otherwise disable profile.|`true`|",Sets default value of profile.active to “true”,"profile.active, true",org/apache/skywalking/apm/agent/core/conf/Config.java:150,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-12,en__setup__service-agent__java-agent__README.md,"task. Otherwise disable profile.|`true`|
`profile.max_parallel`|Parallel monitor segment count|`5`|
`profile.duration`|Max monitor segment time(minutes), if current segment monitor time out of limit, then stop it.|`10`|
`profile.dump_max_stack_depth`|Max dump thread stack depth|`500`|
`profile.snapshot_transport_buf","`profile.duration`|Max monitor segment time(minutes), if current segment monitor time out of limit, then stop it.|`10`",Sets default value of profile.duration to 10,"profile.duration, 10",org/apache/skywalking/apm/agent/core/conf/Config.java:160,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-13,en__setup__service-agent__java-agent__README.md,"pth|`500`|
`profile.snapshot_transport_buffer_size`|Snapshot transport to backend buffer size|`50`|
`plugin.peer_max_length `|Peer maximum description limit.|`200`|
`plugin.mongodb.trace_param`|If true, trace all the parameters in MongoDB access, default is false.",`plugin.peer_max_length `|Peer maximum description limit.|`200`|,Sets default value of plugin.peer_max_length to 200,"plugin.peer_max_length, 200",org/apache/skywalking/apm/agent/core/conf/Config.java:239,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-14,en__setup__service-agent__java-agent__README.md,"sport to backend buffer size|`50`|
`plugin.peer_max_length `|Peer maximum description limit.|`200`|
`plugin.mongodb.trace_param`|If true, trace all the parameters in MongoDB access, default is false. Only trace the operation, not includ","`plugin.mongodb.trace_param`|If true,",Checks that plugin.mongodb.trace_param is “true”,"plugin.mongodb.trace_param, true",org/apache/skywalking/apm/plugin/mongodb/v3/support/MongoSpanHelper.java:40,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-15,en__setup__service-agent__java-agent__README.md,"ers in MongoDB access, default is false. Only trace the operation, not include parameters.|`false`|
`plugin.mongodb.filter_length_limit`|If set to positive number, the `WriteRequest.params` would be truncated to this length, otherwise it would be completely saved, which may cause performance problem.|`256`|
`plugin.elasticsearch.trace_dsl`|If true, trace all the DSL(Domain Specific Language) in ElasticSea","`plugin.mongodb.filter_length_limit`|If set to positive number, the `WriteRequest.params` would be truncated to this length, otherwise it would be completely saved, which may cause performance problem.|`256`|",Sets default value of plugin.mongodb.filter_length_limit is 256,"plugin.mongodb.filter_length_limit, 256",org/apache/skywalking/apm/agent/core/conf/Config.java:254,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-16,en__setup__service-agent__java-agent__README.md,"to this length, otherwise it would be completely saved, which may cause performance problem.|`256`|
`plugin.elasticsearch.trace_dsl`|If true, trace all the DSL(Domain Specific Language) in ElasticSearch access, default is false.|`false`|
`plugin.springmvc.use_qualified_name_as_endpoint_name`|If true, the fully qualified metho","`plugin.elasticsearch.trace_dsl`|If true, trace all the DSL(Domain Specific Language) in ElasticSearch access, default is false.",Sets default value of plugin.elasticsearch.trace_dsl to “false”,"plugin.elasticsearch.trace_dsl, false",org/apache/skywalking/apm/agent/core/conf/Config.java:261,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-17,en__setup__service-agent__java-agent__README.md,"ethod name will be used as the endpoint name instead of the request URL, default is false.|`false`|
`plugin.toolit.use_qualified_name_as_operation_name`|If true, the fully qualified method name will be used as the operation name instead of the given operation","`plugin.toolit.use_qualified_name_as_operation_name`|If true,",Checks that plugin.toolit.use_qualified_name_as_operation_name is “true”,"plugin.toolit.use_qualified_name_as_operation_name, true",org/apache/skywalking/apm/toolkit/activation/trace/TraceAnnotationMethodInterceptor.java:48,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-18,en__setup__service-agent__java-agent__README.md,"to this length, otherwise it would be completely saved, which may cause performance problem.|`512`|
`plugin.postgresql.trace_sql_parameters`|If set to true, the parameters of the sql (typically `java.sql.PreparedStatement`) would be collected.|`false`|
`plugin.postgresql.sql_parameters_max_length`|If set to positive number, the `db.sql.parameters` w","`plugin.postgresql.trace_sql_parameters`|If set to true, the parameters of the sql (typically `java.sql.PreparedStatement`) would be collected.|`false`|",Sets default value of plugin.postgresql.trace_sql_parameters to “false”,"plugin.postgresql.trace_sql_parameters, false",org/apache/skywalking/apm/agent/core/conf/Config.java:328,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-19,en__setup__service-agent__java-agent__README.md,"ue, the parameters of the sql (typically `java.sql.PreparedStatement`) would be collected.|`false`|
`plugin.postgresql.sql_parameters_max_length`|If set to positive number, the `db.sql.parameters` would be truncated to this length, otherwise it would be completely saved, which may cause performance problem.|`512`|
`plugin.mariadb.trace_sql_parameters`|If set to true, the parameters of the sql (typically `java.","`plugin.postgresql.sql_parameters_max_length`|If set to positive number, the `db.sql.parameters` would be truncated to this length, otherwise it would be completely saved, which may cause performance problem.|`512`",Sets default value of plugin.postgresql.sql_parameters_max_length to 512,"plugin.postgresql.sql_parameters_max_length, 512",org/apache/skywalking/apm/agent/core/conf/Config.java:336,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-2,en__setup__service-agent__java-agent__README.md,"le segment. Through this config item, SkyWalking keep your application memory cost estimated.|300 |
`agent.ignore_suffix`|If the operation name of the first span is included in this set, this segment should be ignored.|Not set|
`agent.is_open_debugging_class`|If true, skywalking agent","`agent.ignore_suffix`|If the operation name of the first span is included in this set,",Checks that the name is included in the set,"operation name first span, included in set",org/apache/skywalking/apm/agent/core/context/ContextManagerExtendService.java:64,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-20,en__setup__service-agent__java-agent__README.md,"ue, the parameters of the sql (typically `java.sql.PreparedStatement`) would be collected.|`false`|
`plugin.mariadb.sql_parameters_max_length`|If set to positive number, the `db.sql.parameters` would be truncated to this length, otherwise it would be completely saved,","`plugin.mariadb.sql_parameters_max_length`|If set to positive number,",Checks that plugin.mariadb.sql_parameters_max_length is greater than zero,"plugin.mariadb.sql_parameters_max_length, 0",org/apache/skywalking/apm/plugin/jdbc/PreparedStatementParameterBuilder.java:71,binary-comparison,value-comparison,VDS
skywalking-8.0.1,SKY-21,en__setup__service-agent__java-agent__README.md,"to this length, otherwise it would be completely saved, which may cause performance problem.|`512`|
`plugin.solrj.trace_statement`|If true, trace all the query parameters(include deleteByIds and deleteByQuery) in Solr query request, default is false.|`false`|
`plugin.solrj.trace_ops_params`|If true, trace all the operation parameters in Solr reque","`plugin.solrj.trace_statement`|If true, trace all the query parameters(include deleteByIds and deleteByQuery) in Solr query request, default is false.",Sets default value of plugin.solrj.trace_statement to false,"plugin.solrj.trace_statement, false",org/apache/skywalking/apm/agent/core/conf/Config.java:360,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-22,en__setup__service-agent__java-agent__README.md,"parameters(include deleteByIds and deleteByQuery) in Solr query request, default is false.|`false`|
`plugin.solrj.trace_ops_params`|If true, trace all the operation parameters in Solr request, default is false.|`false`|
`plugin.light4j.tra","`plugin.solrj.trace_ops_params`|If true,",Checks that plugin.solrj.trace_ops_params is “true”,"plugin.solrj.trace_ops_params, true",org/apache/skywalking/apm/plugin/solrj/SolrClientInterceptor.java:118,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-23,en__setup__service-agent__java-agent__README.md,"parameters(include deleteByIds and deleteByQuery) in Solr query request, default is false.|`false`|
`plugin.solrj.trace_ops_params`|If true, trace all the operation parameters in Solr request, default is false.|`false`|
`plugin.light4j.trace_handler_chain`|If true, trace all middleware/business handlers that","`plugin.solrj.trace_ops_params`|If true, trace all the operation parameters in Solr request, default is false.",Default false,"plugin.solrj.trace_ops_params, false",org/apache/skywalking/apm/agent/core/conf/Config.java:365,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-24,en__setup__service-agent__java-agent__README.md,"ops_params`|If true, trace all the operation parameters in Solr request, default is false.|`false`|
`plugin.light4j.trace_handler_chain`|If true, trace all middleware/business handlers that are part of the Light4J handler chain for a request.|false|
`plugin.opgroup.*`|Support operation name customize group rules in different plugins. Read [Group r","`plugin.light4j.trace_handler_chain`|If true, trace all middleware/business handlers that are part of the Light4J handler chain for a request.|false|",Sets default value of plugin.light4j.trace_handler_chain to “false”,"plugin.light4j.trace_handler_chain, false",org/apache/skywalking/apm/agent/core/conf/Config.java:373,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-25,en__setup__service-agent__java-agent__README.md,"oup rules in different plugins. Read [Group rule supported plugins](op_name_group_rule.md)|Not set|
`plugin.springtransaction.simplify_transaction_definition_name`|If true, the transaction definition name will be simplified.|false|
`plugin.jdkthreading.threading_class_pr","`plugin.springtransaction.simplify_transaction_definition_name`|If true,",Checks that plugin.springtransaction.simplify_transaction_definition_name is “true”,"plugin.springtransaction.simplify_transaction_definition_name, true",org/apache/skywalking/apm/plugin/spring/transaction/GetTransactionMethodInterceptor.java:65,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-26,en__setup__service-agent__java-agent__README.md,"activate implicitly in the profiled trace. | `false` |
`plugin.http.http_params_length_threshold`| When `COLLECT_HTTP_PARAMS` is enabled, how many characters to keep and send to the OAP backend, use negative values to keep and send the","When `COLLECT_HTTP_PARAMS` is enabled,",Checks that COLLECT_HTTP_PARAMS is enabled,"COLLECT_HTTP_PARAMS, enabled",org/apache/skywalking/apm/plugin/spring/mvc/commons/interceptor/AbstractMethodInterceptor.java:111,boolean-property,dual-value-comparison,VDS
skywalking-8.0.1,SKY-27,en__setup__service-agent__java-agent__README.md,"end the complete parameters, NB. this config item is added for the sake of performance. | `1024` |
`correlation.element_max_number`|Max element count of the correlation context.|`3`|
`correlation.value_max_length`|Max value length of correlation context element.|`128`|

## Option",`correlation.element_max_number`|Max element count of the correlation context.|`3`,Sets the default value of correlation.element_max_number to 3,"correlation.element_max_number, 3",org/apache/skywalking/apm/agent/core/conf/Config.java:408,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-3,en__setup__service-agent__java-agent__README.md,"g` folder. SkyWalking team may ask for these files in order to resolve compatible problem.|Not set|
`agent.instance_name` |Instance name is the identity of an instance, should be unique in the service. If empty, SkyWalking agent will generate an 32-bit uuid. Default, use `UUID`@`hostname` as the instance name. Max length is 50(UTF-8 char)|`""""`|
`agent.instance_properties[key]=value` | Add service instance custom properties.","`agent.instance_name` |Instance name is the identity of an instance, should be unique in the service. If empty, SkyWalking agent will generate an 32-bit uuid. Default, use `UUID`@`hostname` as the instance name. Max length is 50(",Enforces maximum length of agent.instance_name field to 50,"agent.instance_name, 50",org/apache/skywalking/apm/util/ConfigInitializer.java:78,binary-comparison,value-comparison,VDS
skywalking-8.0.1,SKY-4,en__setup__service-agent__java-agent__README.md,")|`""""`|
`agent.instance_properties[key]=value` | Add service instance custom properties. | Not set|
`agent.cause_exception_depth`|How depth the agent goes, when log all cause exceptions.|`5`|
`agent.force_reconnection_period `|Force reconnection period of grpc, based on grpc_channel_check_i","`agent.cause_exception_depth`|How depth the agent goes, when log all cause exceptions.|`5`|",Sets default value of agent.cause_exception_depth to 5,"agent.cause_exception_depth, 52",org/apache/skywalking/apm/agent/core/conf/Config.java:92,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-5,en__setup__service-agent__java-agent__README.md,"ot set|
`agent.cause_exception_depth`|How depth the agent goes, when log all cause exceptions.|`5`|
`agent.force_reconnection_period `|Force reconnection period of grpc, based on grpc_channel_check_interval.|`1`|
`agent.operation_name_threshold `|The operationName max length, setting this value > 190 is not rec","`agent.force_reconnection_period `|Force reconnection period of grpc, based on grpc_channel_check_interval.|`1`|",Sets default value of agent.force_reconnection_period to 1,"agent.force_reconnection_period, 1",org/apache/skywalking/apm/agent/core/conf/Config.java:98,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-6,en__setup__service-agent__java-agent__README.md,"list size. |`10`|
`collector.grpc_channel_check_interval`|grpc channel status check interval.|`30`|
`collector.heartbeat_period`|agent heartbeat report period. Unit, second.|`30`|
`collector.backend_service`|Collector SkyWalking trace receiver service addresses.|`127.0.0.1:11800","`collector.heartbeat_period`|agent heartbeat report period. Unit, second.|`30`|",Default 30,"collector.heartbeat_period, 30",org/apache/skywalking/apm/agent/core/conf/Config.java:126,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-7,en__setup__service-agent__java-agent__README.md,"meout`|How long grpc client will timeout in sending data to upstream. Unit is second.|`30` seconds|
`collector.get_profile_task_interval`|Sniffer get profile task list interval.|`20`|
`logging.level`|The log level. Default is debug.|`DEBUG`|
`logging.file_name`|Log file name.|`skywa",`collector.get_profile_task_interval`|Sniffer get profile task list interval.|`20`|,Sets default value of collector.get_profile_task_interval to 20,"collector.get_profile_task_interval, 20",org/apache/skywalking/apm/agent/core/conf/Config.java:142,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-8,en__setup__service-agent__java-agent__README.md,"fer get profile task list interval.|`20`|
`logging.level`|The log level. Default is debug.|`DEBUG`|
`logging.file_name`|Log file name.|`skywalking-api.log`|
`logging.output`| Log output. Default is FILE. Use CONSOLE means output to stdout. |`FILE`|
`loggi",`logging.file_name`|Log file name.|`skywalking-api.log`|,Sets default value of logging.file_name to skywalking-api.log,"logging.file_name, skywalking-api.log",org/apache/skywalking/apm/agent/core/conf/Config.java:190,assign-constant,concrete-value,VDS
skywalking-8.0.1,SKY-9,en__setup__service-agent__java-agent__README.md,"i.log`|
`logging.output`| Log output. Default is FILE. Use CONSOLE means output to stdout. |`FILE`|
`logging.dir`|Log files directory. Default is blank string, means, use ""{theSkywalkingAgentJarDir}/logs "" to output logs. {theSkywalkingAgentJarDir} is the d","`logging.dir`|Log files directory. Default is blank string,",Sets default value of logging.dir to blank string,"logging.dir, """"",org/apache/skywalking/apm/agent/core/conf/Config.java:198,assign-constant,concrete-value,VDS
